name,category,phone_number,address,website,latitude,longitude,place_id
Ajay electrician Indore,electrician,07354992994,"above R.R city, Chota Bangarda, Indore, Madhya Pradesh 452005",,,,
"SUDHIR KUSHWAH , BAJAJ ELECTRIC",electrician,08109800550,"78, Main Rd, Sector A, Slice 2, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,,,
Rudr Electrician Service,electrician,07770808813,"GM 35, Scheme No 54, Indore, Madhya Pradesh 452010",,22.7537458,75.8859339,
Right Engineering,electrician,,"19, Brijeshwari Annexe, Indore, Madhya Pradesh 452016",https://rightengineering.in,22.7178645,75.9083863,
House wiring Electrician Vishal Patel,electrician,09329390080,"teen imli, Khisnpuri Colony, Babul Nagar, Palda, Indore, Madhya Pradesh 452020",,22.6895971,75.8972476,
Sarthak electrical works,electrician,09826092395,"550, Sector D, Sudama Nagar, Indore, Madhya Pradesh 452009",,22.6948213,75.8325193,
S.K. ELECTRICIAN ALL WARK,electrician,09669533707,"Pardesipura, Indore, Madhya Pradesh 452003",,22.7460845,75.8682879,
Omkar Enterprises,electrician,09826050675,"UG-16, President Tower, NH 59, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",https://omkarenterprisesind.com,,,
"Mahima electricals sels and service. Arvindo hospital petrol pump ke samne, shankheswar city ke samne",electrician,08839144101,"380, Mahesh Guard Line, Sector A, Sheetal Nagar, Indore, Madhya Pradesh 452010",,,,
Sree bala ji electric vandna nagar Bangali indore,electrician,,"bangli squre 17, Vandana Nagar Extension, Vandana Nagar, Indore, Madhya Pradesh 452018",https://hariomelectrical.in,22.7157665,75.8999358,
KELKAR ELECTRICALS,electrician,07697031007,,,22.7103534,75.8396421,
MBA Electrician service,electrician,08085661511,"291, Patni Pura, Indore, Madhya Pradesh 452011",,22.7370436,75.8784376,
Maa Ambika construction borewell and electrical,electrician,09294661234,"Mansi medical ke pas, 1 Sukhdev Nagar Ex-2, Airport Rd, Aradhana Nagar, Indore, Madhya Pradesh 452005",https://grexa.site,22.7313904,75.8250326,
Gupta Electrical Consultants,electrician,08349538604,"44, behind Kankeshwari Garba Ground, Sunder Nagar Main, Sukhliya, Indore, Madhya Pradesh 452010",,,,
Yogeshwar Electronics,electrician,09826742973,"Maruti Palace, 62, Poorani, Kalali, Indore, Madhya Pradesh 452002",,,,
Hemant electrical services indore 24/emergency electrician,electrician,,,https://instagram.com,22.7550827,75.8620288,
Jitu powerfix electrical and POP design,electrician,07000079619,,https://durable.site,22.4024206,76.4395753,
Harsh Electricals,electrician,09669777477,"1/78, Babu Lalchand Chajlani Rd, Kesar Bag Colony, Scheme 103, Indore, Madhya Pradesh 452012",,,,
Aman kaithwas Electrician,electrician,,"Tilak Nagar, 503, Vinoba Nagar, Indore, Madhya Pradesh 452018",,22.719582,75.8954119,
Raees auto electrician,electrician,07898777815,"Raees auto electrician, opp. balwas hotel, Green Park, South Tukoganj, Indore, Madhya Pradesh 452001",,,,
Electrician Ajay indore,electrician,,"526/1, Sunder Nagar, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",,22.7528156,75.8426278,
Sunil electrician,electrician,,"PRHC+JMM, 60 Feet Rd, Ambikapuri Extension, Vyankatesh Nagar, Indore, Madhya Pradesh 452005",,22.7290826,75.8216685,
AJ ELECTRICALS - electrician for residence / electrical contractor / electrical shop,electrician,09827494076,"682, Madina Nagar, Azad Nagar, Indore, Madhya Pradesh 452001",,22.6936813,75.8871617,
Govind plamber and electrician service,electrician,,"Industrial Area, Bhavani nagar, Pardesipura, Indore, Madhya Pradesh 452003",,22.7482458,75.8680658,
Indore Electric,electrician,06261858109,"96, Khajrana Rd, Ganeshpuri, Khajrana, Indore, Madhya Pradesh 452016",,22.7316101,75.9071953,
PERFECT ELECTRONIC & ELECTRICALS SHOP,electrician,09827515772,"gali, 9, Chandu Wala Rd, near Gosiya masjid, Chandan Nagar, Indore, Madhya Pradesh 452002",,22.710257,75.8238292,
Home service electricians application repair,electrician,,"Chandan Nagar, Indore, Madhya Pradesh 452002",,,,
Kushwah sound and light decoration,electrician,09300940169,"57, Kachi Mohalla, Indore GPO, Indore, Madhya Pradesh 452007",,22.7225315,75.8630783,
Indore Madhya Pradesh,electrician,,"173, Dr. Ambedkar Nagar, Nehru Park 2, Dhenu Market, Indore, Madhya Pradesh 452003",,,,
Jain Radios And Electric,electrician,09827062065,"G4 lord krishna appart 1a, Annapurna Rd, near by HDFC Bank, Annapurna Nagar, Indore, Madhya Pradesh 452009",,,,
More electrician,electrician,09399126768,"12B, Braj Vihar Colony, Indore, Madhya Pradesh 452009",,,,
Jay Malhar Electrical,electrician,08236008269,"Tapati Bhavan, 74/2 New, Ganga Bagh Colony, Nanda Nagar, New Rajaram Nagar, Indore, Madhya Pradesh 452015",,,,
Vipin pal electrician,electrician,06264633526,"MWR6+WJ8, Shiv Nagar, Musakhedi, Indore, Madhya Pradesh 452001",,22.6934678,75.9133521,
Rohit Kumar Electronic,electrician,08448793947,"Shop No 24, Rajwada, Indore, Madhya Pradesh 452002",,22.7185668,75.8542228,
electrical contractor priyanshi engineer,electrician,06264353804,"5/2 north, Harsiddhi Nagar Rd, Indore, Madhya Pradesh 452007",,22.7135601,75.8549356,
Samriya Electrics & Sounds,electrician,08435717179,"Radha kunj, 177, Sector F, Raj Nagar, Indore, Madhya Pradesh 452011",,,,
Lv electrician,electrician,,"137/4, Anil Nagar, Indore, Madhya Pradesh 452011",https://instagram.com,,,
Neolon,electrician,09425319466,"Mahatma Gandhi Rd, behind Rajani Bhawan, Nehru Park 2, Dhenu Market, Indore, Madhya Pradesh 452001",,,,
Mahakal Electrical,electrician,,"Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Namo electrician service,electrician,,"Bada Ganpati, Kaveri Nagar, Indore, Madhya Pradesh 452006",,22.7416462,75.8330591,
Indore Solar Energy Solution Pvt. Ltd.,electrician,08982304701,"64, Bicholi Hapsi Main Rd, Sri Mangal Nagar, Indore, Madhya Pradesh 452016",https://indoresolarenergy.com,22.7150155,75.9144616,
"Ankit Enterprises - 'A' Class Electrical Contractor, Indore.",electrician,,"15, Sector A, Mahavir Nagar, Indore, Madhya Pradesh 452018",,,,
Jain Electric Stores,electrician,09827006008,"23, 2, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,,,
Mukesh panwar Electrician,electrician,09827227765,"205, Venkatesh Nagar Extension, Indore, Madhya Pradesh 452005",,,,
Mohit Auto Electrician,electrician,09993008631,"Shop Number 01, Malwa Mill, Indore, Madhya Pradesh 452003",,,,
AKSHAY Trading [Wholesaler of LED Lights & Solar Products ],electrician,09009509565,"F4 , Vasant Plaza, 4/5 Nayapura ,Patthar Godam Road, Near, Railway Station Rd, near New Siyaganj, Indore, Madhya Pradesh 452003",,,,
electrician Gopal,electrician,,,,,,
Samrat auto electric,electrician,09425467083,"bus station, Ahilyapur, Navlakha, Indore, Madhya Pradesh 452001",,,,
Indore Electrician & Plumbering Serivces,electrician,07471145687,,,,,
Oorja Technical Services Private Limited,electrician,09399597900,"Tirumala Hans Industrial Park, Plot No -18, near super corridor, Tigaria Badshah, Indore, Madhya Pradesh 452015",https://oorjatechnical.in,,,
Shree vedanta electrical,electrician,07047915243,,https://facebook.com,21.0680074,82.7525294,
Rohit Electrician,electrician,,"8, Shiv Nagar, Musakhedi, Indore, Madhya Pradesh 452001",,22.6924072,75.910048,
Vijay Electrician - Electrical Contractor in Indore,electrician,09977695127,,,22.7239727,75.8638499,
Rahul Gargsar Electrician,electrician,09993503568,"Jai Bajrang Nagar, Meghdoot Nagar, Indore, Madhya Pradesh 452011",,,,
24 Hour Emergency Electrician Harlesden,electrician,,,,,,
Shri Balaji Electrician,electrician,,"Bengali square, 15, Indore, Madhya Pradesh 452016",,22.7223015,75.9073078,
"Wooden Street - Furniture Shop/Store in Vijay Nagar, Indore",furniture,09314444747,"Plot No. 51, Last Lane, behind C21 Mall, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",https://woodenstreet.com,22.7441157,75.8974262,0x396303b3cab7b301:0xd71e1f594697d3a3
Furniture PRIDE,furniture,08048128150,"380 SAKET NAGAR MAIN ROAD, NEAR PATRAKAR SQUARE, opp. EUREKA HOSPITAL, Old Palasia, Indore, Madhya Pradesh 452018",https://furniturepride.co.in,22.7231212,75.8965629,0x3962fd34f83a897d:0xc4bc5a85b01ba488
Fakhri Furniture Indore,furniture,09981702663,"129, Jawahar Marg, in front of Dr Javed Nakvi clinic, near Balaji Hanuman Mandir & Copy House, Nihalpura, Kasera Bazaar, Indore, Madhya Pradesh 452002",https://facebook.com,,,0x3962fd099369e205:0x3009ee89772805d9
Bharat Lifestyle,furniture,,"77, MR 4 Rd, Bhagirathpura, Indore, Madhya Pradesh 452003",https://bharatlifestylefurniture.com,,,
Balaji Furniture,furniture,,"339, Jawahar Marg, South Toda, Indore, Madhya Pradesh 452007",,,,0x3962fd09e6aaa18f:0xadbc7b28caac8a4b
Durian Furniture - Indore - Vijay Nagar,furniture,07312576360,"65, AB Rd, behind C21 Mall, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",https://durian.in,22.7435793,75.8968578,0x396302bab60bed5b:0xf3515ee1785480c7
Kala Kruti Furnitures - Best Pu Polished Dining Table,furniture,09770501537,"23, Bicholi Hapsi Main Rd, Bijali Nagar, Indore, Madhya Pradesh 452016",https://citybazaronline.com,,,0x3962e3c63d572cc3:0x34fcc14b5c1c27c8
"Interio by Godrej - Furniture and Mattress Store in Sector E, Indore",furniture,08291287368,"Brillant Star, near Bapat Square, Vijay Nagar, Sector E, Scheme No 54, Indore, Madhya Pradesh 452010",https://stores.godrejinterio.com,,,0x3962fd46c5555555:0x7d8c74c894576850
Hutaib Furniture Store,furniture,08042782160,"House No 10, LG - 1, Barwani Palaza, near, 1, Mahatma Gandhi Rd, Old Palasia, Indore, Madhya Pradesh 452018",https://hutaibfurniture.in,22.7237344,75.8892383,0x3962fd476aaaaaab:0xd1bbe71c0071c5ec
GURUKRIPA FURNITURE,furniture,09993114242,"6-7, Radhika Palace, Main Rd, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,,,0x39631d5ac390c381:0xb4e2709ac6904dca
Jangid Furniture Mart,furniture,09827028060,"GNT Market, 241, Dhar Rd, Samajwadi Indira Nagar, Scheme 71, Indore, Madhya Pradesh 452002",https://jangidfurnituremart.com,,,
Royaloak Furniture Indore,furniture,07942762763,"C21 Mall, AD-203 Scheme No 54 PU4 Behind Mallhar Mall &, Vijay Nagar, Indore, Madhya Pradesh 452010",https://stores.royaloakindia.com,,,0x3962fd9ea27d1d73:0x198d065d8453bfbc
Steel Home - The Furniture Shop/Store near me |Home Furniture|Office Furniture|Furniture Manufacturer in Indore,furniture,07999795590,"2nd Floor, 37, Hemilton Rd, near Kishanpura Bridge, nearby Paliwal Dharamshala, Tilak Path, Indore, Madhya Pradesh 452002",https://instagram.com,,,0x3962fd3b636e8057:0x9e381e206e21718d
Shree Raghunath Furniture indore,furniture,06265247124,"Nandbagh Main Rd, Ganga Bagh Colony, Dashrath Bag, Indore, Madhya Pradesh 452015",,,,
Grandeur Homes- Furniture Store in Indore,furniture,,"11/6, Meera Path, Dhenu Market, Indore, Madhya Pradesh 452001",https://grandeur-homes.com,,,0x3962fde286e252e3:0x1912cd8d0205c98e
Home Centre|Furniture Store - Phoenix Citadel Mall,furniture,18002127500,"F36 & 37, 1st Flr, Phoenix Citadel Mall, Khajrana, Indore, Madhya Pradesh 452016",https://stores.homecentre.in,,,0x3962e3634558f8f1:0xb966bce201a8e159
"Maruti Furniture -best furniture factory in indore, furniture manufacturers in indore,Quality bed , wardrobe,sofa furniture,",furniture,09893544114,"6 choudhary Compund, Khati Pura Road, near, Sanwer Road, Sector D, Sukhliya, Indore, Madhya Pradesh 452015",https://maruti-furniture.grexa.site,,,
Saawariya furniture || Best Furniture Shop in indore|| Best Wooden Furniture & Sofa || Best Customized Furniture in indore,furniture,08982872030,"Silicon City Rd, Rau, Indore, Madhya Pradesh 452012",https://instagram.com,,,
"Interio by Godrej- Furniture & Mattress Store in Vip Paraspar Nagar, Indore",furniture,09167212364,"SCH NO 97, After Ondoor, SLICE NO 4, PLOT NO.11, near Narmada Square, PART-4, Vip Paraspar Nagar, Indore, Madhya Pradesh 452009",https://stores.godrejinterio.com,,,0x3962fd267265e555:0x3c8a61b8e3ca2030
Furniture Palace,furniture,09993565045,"Shop number 53, 53, Jawahar Marg, near Jhanda Chowk, Siyaganj, Indore, Madhya Pradesh 452007",,,,0x3962fd5400ea3645:0xa101ce3bd25f8c88
K B Furniture Indore,furniture,07869952786,"51, Jawahar Marg, Jhanda Chowk, Indore, Madhya Pradesh 452007",https://kbfurnitureshoppe.com,,,0x3962fd09ef4de40d:0x1deca65bc5c18d8f
Nilkamal Homes- Premium Furniture and Homeware store,furniture,09099979789,"154, AB Rd, near Kohler Exclusive Showroom, Scheme No 55, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",https://stores.nilkamalhomes.com,,,0x3962fdc9136d83f3:0x518b66a9a302be58
Mehidpurwala Furniture Showroom | Quality & Affordable Furniture Indore,furniture,07312556786,"Sch.no.94, Mehidpurwala Furniture, 17-CA, Ring Rd, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,,,0x3962e2aa4a42ce9d:0x880616a52b5abe62
M.S.R FURNITURE NILKAMAL WHOLESALE,furniture,09893301367,"Shop-NO. LG 4, Navrang Plaza, 35, Sapna Sangeeta Rd, near vodafone store, Snehnagar, Indore, Madhya Pradesh 452001",https://nilkamal.com,,,0x3962fd1dcf1d006b:0x78ccf1b7747a2829
The CAPITONE Furniture,furniture,,"C-1, Riddhi Siddhi Vihar, Temple Back Road, Ganeshpuri, Khajrana, Indore, Madhya Pradesh 452016",https://capitone.co.in,,,
Milan Bharat Steel Furniture,furniture,08982933005,"337, Jawahar Marg, Petrol Pump Ke Samane Main Road, Jawahar Marg, Indore, Madhya Pradesh 452007",https://milanbharatsteelfurniture.com,,,0x3962fd09e6aaa18f:0x7e1a3a0bd1726689
Novelty furniture,furniture,09424589000,"36, Jawahar Marg, Champa Bagh, Indore, Madhya Pradesh 452007",,,,0x3962fd09e6aaa18f:0x57b6d95230173a3
"Pepperfry Vijay Nagar - Multi Brand Furniture, Mattress & Home Furnishings Shop",furniture,09755900927,"Plot No. 319, behind Sure Stay hotel, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",https://pepperfry.com,,,
"Orgowood Furniture-customise furniture factory ,hotel furniture ,custom sofa in indore",furniture,09179147488,"CHOUDHARY COMPOUND, 13/A, KHATIPURA, Sukhliya, Indore, Madhya Pradesh 452010",https://orgowoodfurniture.com,,,0x396302862fdd0919:0xf30f1e8794bf7b70
Ankita furniture || Best Furniture Store in indore,furniture,08458830157,"21, Anudeshak Nagar, Sukhliya Main Rd, opposite RVTI WOMEN'S COLLEGE, near Maruti Nagar, Square, Indore, Madhya Pradesh 452011",https://instagram.com,,,0x39630298d86e6c11:0xc93933d397ffa17b
Kataria Furniture,furniture,,"A-8/C, Pologround Industrial Estate, Malti Vanaspati, Indore, Madhya Pradesh 452015",,,,
Natural Living Furniture,furniture,,"327, AB Rd, behind Starbucks, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,,,
Pratik Furniture,furniture,09301565700,"53, Jawahar Marg, Daulatganj, Indore, Madhya Pradesh 452007",,,,0x3962fd09e6aaa18f:0x1eeb0a6393a47952
Welcome furniture,furniture,07314258520,"23/3, Jawahar Marg, Champa Bagh, Indore, Madhya Pradesh 452007",,,,0x3962fd607d9ef865:0xa9419f28731eb330
"Mehidpurwala Furniture | Top-Rated Sofa Sets in Indore, New Palasia",furniture,07869719700,"Mehidpurwala Furniture, AB Rd, New Palasia, Indore, Madhya Pradesh 452001",https://mehidpurwala.in,22.7276829,75.887823,
Shivji bhai & Co. wooden furniture (wood working studio),furniture,09753270008,"241, Dhar Rd, Labriya Bheru, Ramkrshna Bag, Indore, Madhya Pradesh 452002",https://instagram.com,22.7129817,75.8353315,
"Godrej Interio - Furniture Store & Modular Kitchen Gallery in New Palasia, Indore",furniture,08109540099,"Lg-26-27, Indraprastha Tower, 6, Mahatma Gandhi Rd, near Hukumchand Ghanta Ghar, Near Apollo Tower, South Tukoganj, Indore, Madhya Pradesh 450001",https://godrejinterio.com,,,0x3962fd09e6aaa18f:0xb3f9866a712fdb26
RAMAM FURNITURES RAU,furniture,09977214870,"489/4/2/1, Rau - Pithampur Rd, near HP Gas - Anusha Gas Agency, Rau, Indore, Madhya Pradesh 453331",,22.6329149,75.8004296,
Indore Modular Industries,furniture,09303444310,"258, near Urvashi Travels, Near Musakhedi Square, Pawanpuri Colony, Dev Nagar, Indore, Madhya Pradesh 452001",,,,
Wakefit - Furniture Store in Vijay Nagar,furniture,08061044115,"Ground Floor, 170 & #171, PU-4, behind C-21 & Malhar Mall, Scheme No 55, Scheme No 54, Indore, Madhya Pradesh 452010",https://wakefit.co,,,0x3962fd3b3de74a0d:0x8baec235f1fdb09c
MR ARTS WOODEN FURNITURE || Best Furniture Store In Indore || Best Home Furniture Store || Best Wooden Furniture Store,furniture,09256412537,"Shop No 170, near Bapat square, Vijay Nagar, Scheme No 113, Indore, Madhya Pradesh 452010",https://instagram.com,22.7639018,75.881621,0x3963030012ff0ead:0x2a9b57fd0ebfc7ab
Dil Se Outdoor Furniture,furniture,,"Plot 145, Third Left, behind C21 Mall, Scheme No 55, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,,,
Gwalior Interior & Furniture Palace,furniture,09301955069,"Bisco House, 9-A, AB Rd, opp. DIG Bungalow Inner Road, Geeta Bhawan, Chouraha, Manorama Ganj, Indore, Madhya Pradesh 452001",,,,
Stellar Furniture & Lifestyle,furniture,18008912433,"2A, AB Rd, Sector A, Chandra Nagar, Indore, Madhya Pradesh 452011",https://stellarglobal.com,,,
Rajgarhwala Furnitures | Premium Imported Furniture Showroom | Top Home Decor Store | Customised Modular Kitchen Dealer,furniture,07869888948,"191, Khatiwala Tank, Indore, Madhya Pradesh 452014",https://rajgarhwala.in,,,
Shri balaji furniture,furniture,09926722000,"25 / bapat chouraha, Sukhliya Main Rd, near shri sweet, Indore, Madhya Pradesh 452010",,,,0x396303b720361149:0x628263cd0820fa3d
"S H Electronics And Furniture , Indore",furniture,07067602010,"05, Sanvid Nagar, Kanadia Rd, near Oswal mall & masjid, Tilak Nagar, Indore, Madhya Pradesh 452018",https://instagram.com,,,0x3962fdb72f1d72c5:0x25b36053b3f865e
Arvind Steel Furniture,furniture,09893396666,"62, Jawahar Marg, opposite Sanjay Setu, North Toda, Indore, Madhya Pradesh 452004",,,,0x3962fd0ec7edc809:0xc2bf458bb84a4fb7
Glosswood Interio Modular Kitchen & Furniture,furniture,,"322, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,22.7477204,75.8965925,0x3962fdd72e4e3f9b:0x54245ded0074bb3c
SMC FURNITURE,furniture,08805646722,"G-6/A Pologround Industrial Estate, Indore, Madhya Pradesh 452015",https://smcfurnitures.com,22.736488,75.8569646,
Bhandari Furniture | Best Furniture in Indore | Office & Custom Furniture Manufacturer,furniture,09826090899,"behind Sanskriti Apartment, Snehlataganj, Indore, Madhya Pradesh 452003",https://bhandarifurniture.in,22.7262507,75.863503,0x3962fd6d5c629411:0x12bb8769eb06a595
Woodbuzz Furniture Indore,furniture,09329474560,"PVVW+VCR, Scheme No 55, Sheetal Nagar, Indore, Madhya Pradesh 452010",,,,
New Astha Furniture & electronics,furniture,09827340159,"14/1, Biyabani Main Rd, near Premkumari Hospital, Biyabani, Indore, Madhya Pradesh 452002",,,,
Akansha Furniture,furniture,09131330130,"133/2, Badi Bhamori Main Rd, Mechanic Nagar, Badi Bhamori, Indore, Madhya Pradesh 452011",https://instagram.com,,,
Husami furniture,furniture,09630799253,"81, Jawahar Marg, near Nandlalpura, Square, Nandlalpura, Indore, Madhya Pradesh 452007",,22.7160775,75.8578058,0x3962fdb0d6449151:0x86928eddfec65778
